symbol,set_id,strategy,action,entry_price,stop_loss,take_profit,position_size,dollar_risk,exit_price,exit_reason,r_multiple,pnl
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1862.71,1850.275,1946.52,0.75348828,9.3696,1860.25,MTF_CHOCH_EXIT,-0.1978,-1.8536
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1860.25,1850.262143,1946.52,0.93624596,9.3511,1863.94,MTF_CHOCH_EXIT,0.3694,3.4547
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1863.94,1853.41875,1946.52,0.89206495,9.3856,1866.98,MTF_CHOCH_EXIT,0.2889,2.7119
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1871.77,1859.138214,1946.52,0.74516441,9.4128,1880.15,MTF_CHOCH_EXIT,0.6634,6.2445
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1868.94,1866.354286,1891.71,3.66444274,9.4752,1866.354286,SL_HIT,-1.0,-9.4752
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1874.95,1858.725,1946.52,0.57814792,9.3804,1880.45,MTF_CHOCH_EXIT,0.339,3.1798
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1870.28,1864.85125,1946.52,1.73377814,9.4122,1864.85125,SL_HIT,-1.0,-9.4122
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1862.68,1855.447321,1946.52,1.28833675,9.3181,1861.37,MTF_CHOCH_EXIT,-0.1811,-1.6877
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1861.37,1855.390536,1946.52,1.55553205,9.3012,1855.390536,SL_HIT,-1.0,-9.3012
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1867.28,1851.20125,1946.52,0.572696,9.2082,1885.4,MTF_CHOCH_EXIT,1.127,10.3773
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1896.7,1888.027143,1946.52,1.07369558,9.312,1901.34,MTF_CHOCH_EXIT,0.535,4.9819
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1895.72,1893.45214,1918.16,4.12804489,9.3618,1899.07,MTF_CHOCH_EXIT,1.4772,13.829
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1907.7,1903.204286,1946.52,2.11314972,9.5001,1925.0,MTF_CHOCH_EXIT,3.8481,36.5575
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1923.54,1920.616607,1946.52,3.3747405,9.8657,1931.84,MTF_CHOCH_EXIT,2.8392,28.0103
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1929.71,1927.617857,1946.52,4.8494756,10.1458,1927.617857,SL_HIT,-1.0,-10.1458
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1929.1,1926.015536,1953.0,3.25642862,10.0443,1941.67,MTF_CHOCH_EXIT,4.0753,40.9333
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1927.3,1923.539286,1953.0,2.77970355,10.4537,1923.539286,SL_HIT,-1.0,-10.4537
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1927.3,1921.419107,1953.0,1.75978961,10.3491,1930.33,MTF_CHOCH_EXIT,0.5152,5.3322
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1924.68,1921.44625,1953.0,3.21683982,10.4025,1926.08,MTF_CHOCH_EXIT,0.4329,4.5036
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1930.41,1925.271607,1953.0,2.03322164,10.4475,1927.03,MTF_CHOCH_EXIT,-0.6578,-6.8723
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1927.03,1925.095,1953.0,5.36370473,10.3788,1933.99,MTF_CHOCH_EXIT,3.5969,37.3314
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1926.76,1919.463214,1956.45,1.47353683,10.7521,1927.64,MTF_CHOCH_EXIT,0.1206,1.2967
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1927.64,1921.504821,1956.45,1.75464324,10.765,1936.21,MTF_CHOCH_EXIT,1.3969,15.0373
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1925.64,1922.309286,1956.45,3.27720171,10.9154,1935.13,MTF_CHOCH_EXIT,2.8492,31.1006
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1928.11,1925.037857,1956.45,3.65426658,11.2264,1925.32,MTF_CHOCH_EXIT,-0.9082,-10.1954
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1925.32,1923.773393,1956.45,7.19282527,11.1245,1923.773393,SL_HIT,-1.0,-11.1245
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1924.44,1920.282321,1956.45,2.64888928,11.0132,1921.92,MTF_CHOCH_EXIT,-0.6061,-6.6752
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1921.92,1919.038036,1956.45,3.7982699,10.9465,1919.038036,SL_HIT,-1.0,-10.9465
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1920.55,1916.338929,1956.45,2.57345751,10.837,1922.7,MTF_CHOCH_EXIT,0.5106,5.5329
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1922.7,1916.344464,1956.45,1.7138355,10.8923,1919.9,MTF_CHOCH_EXIT,-0.4406,-4.7987
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1919.9,1916.517857,1956.45,3.20635639,10.8444,1923.04,MTF_CHOCH_EXIT,0.9284,10.068
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1923.04,1917.224286,1956.45,1.88197604,10.945,1917.224286,SL_HIT,-1.0,-10.945
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1917.77,1912.539107,1956.45,2.07145986,10.8356,1919.53,MTF_CHOCH_EXIT,0.3365,3.6458
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1919.53,1911.476429,1956.45,1.34996534,10.872,1929.31,MTF_CHOCH_EXIT,1.2144,13.2027
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1928.14,1921.144107,1956.45,1.57293274,11.0041,1928.5,MTF_CHOCH_EXIT,0.0515,0.5663
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1926.21,1921.144464,1956.45,2.17345846,11.0097,1923.66,MTF_CHOCH_EXIT,-0.5034,-5.5423
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1923.66,1931.39183,1713.44,1.4167808,10.9543,1898.37,MTF_CHOCH_EXIT,3.2709,35.8304
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1898.37,1930.501607,1713.44,0.35207116,11.3126,1902.28,MTF_CHOCH_EXIT,-0.1217,-1.3766
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1902.28,1926.075893,1713.44,0.47482337,11.2988,1884.4,MTF_CHOCH_EXIT,0.7514,8.4898
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1895.23,1909.710536,1713.44,0.78614112,11.3837,1890.18,MTF_CHOCH_EXIT,0.3487,3.97
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1890.18,1909.608393,1713.44,0.58797682,11.4234,1888.17,MTF_CHOCH_EXIT,0.1035,1.1818
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1891.4,1899.744286,1713.44,1.37043043,11.4353,1879.34,MTF_CHOCH_EXIT,1.4453,16.5274
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1879.34,1894.048571,1713.44,0.78869229,11.6005,1876.6,MTF_CHOCH_EXIT,0.1863,2.161
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1884.07,1886.7825,1869.44,4.28466253,11.6221,1886.7825,SL_HIT,-1.0,-11.6221
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1887.86,1890.754464,1869.44,3.97514859,11.5059,1882.82,MTF_CHOCH_EXIT,1.7413,20.0347
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1883.09,1885.844286,1869.44,4.2502029,11.7063,1874.7,MTF_CHOCH_EXIT,3.0462,35.6592
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1880.21,1883.30875,1859.67,3.8928165,12.0629,1879.88,MTF_CHOCH_EXIT,0.1065,1.2846
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1879.88,1883.294286,1859.67,3.53681925,12.0757,1881.87,MTF_CHOCH_EXIT,-0.5828,-7.0383
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1881.87,1883.798214,1859.67,6.22613826,12.0053,1883.798214,SL_HIT,-1.0,-12.0053
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1884.42,1887.817679,1859.67,3.49805763,11.8853,1887.817679,SL_HIT,-1.0,-11.8853
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1886.39,1888.980357,1859.67,4.54239398,11.7664,1888.980357,SL_HIT,-1.0,-11.7664
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1908.73,1911.093036,1859.67,4.9295736,11.6488,1893.63,MTF_CHOCH_EXIT,6.3901,74.4366
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1883.93,1889.793393,1859.67,2.11364382,12.3931,1883.8,MTF_CHOCH_EXIT,0.0222,0.2748
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1883.8,1887.784464,1859.67,3.11105105,12.3959,1859.67,TP_HIT,6.056,75.0697
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1863.44,1866.886964,1848.09,3.81395551,13.1466,1859.45,MTF_CHOCH_EXIT,1.1575,15.2177
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1863.87,1865.171935,1848.09,10.2146,13.2987,1859.28,MTF_CHOCH_EXIT,3.5255,46.885
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1859.88,1862.40994,1848.09,5.44186637,13.7676,1862.40994,SL_HIT,-1.0,-13.7676
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1861.28,1863.58064,1848.09,5.9244034,13.6299,1860.69,MTF_CHOCH_EXIT,0.2565,3.4954
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1860.88,1863.89044,1848.09,4.53916153,13.6649,1859.49,MTF_CHOCH_EXIT,0.4617,6.3094
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1858.34,1859.98917,1848.09,8.32416777,13.728,1858.6,MTF_CHOCH_EXIT,-0.1577,-2.1643
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1858.6,1859.9893,1848.09,9.86563372,13.7063,1859.9893,SL_HIT,-1.0,-13.7063
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,SELL,1859.4,1861.0197,1848.09,8.37763887,13.5693,1858.34,MTF_CHOCH_EXIT,0.6544,8.8803
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1860.32,1861.41016,1848.09,12.5284955,13.6581,1861.41016,SL_HIT,-1.0,-13.6581
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1862.89,1864.661445,1848.09,7.63302502,13.5215,1864.661445,SL_HIT,-1.0,-13.5215
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1864.18,1866.57209,1848.09,5.59605582,13.3863,1866.57209,SL_HIT,-1.0,-13.3863
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1868.3,1869.23415,1848.09,14.18659367,13.2524,1869.23415,SL_HIT,-1.0,-13.2524
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1868.37,1873.284185,1848.09,2.66979823,13.1199,1868.74,MTF_CHOCH_EXIT,-0.0753,-0.9878
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1868.74,1873.28437,1848.09,2.88488925,13.11,1868.58,MTF_CHOCH_EXIT,0.0352,0.4616
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,SELL,1868.58,1872.36429,1848.09,3.46554307,13.1146,1869.09,MTF_CHOCH_EXIT,-0.1348,-1.7674
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1883.08,1880.66846,1956.45,5.43094691,13.0969,1895.37,MTF_CHOCH_EXIT,5.0963,66.7463
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1895.37,1880.623214,1956.45,0.93338368,13.7644,1899.2,MTF_CHOCH_EXIT,0.2597,3.5749
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1912.12,1907.041964,1956.45,2.7176173,13.8002,1912.46,MTF_CHOCH_EXIT,0.067,0.924
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1912.46,1908.4375,1956.45,3.43303855,13.8094,1912.09,MTF_CHOCH_EXIT,-0.092,-1.2702
ETHUSDT,SET_4_INTRADAY,A_PULLBACK_RIDING,BUY,1912.09,1909.521429,1956.45,5.37134969,13.7967,1913.08,MTF_CHOCH_EXIT,0.3854,5.3176
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1913.29,1910.823355,1956.45,5.61486217,13.8499,1915.28,MTF_CHOCH_EXIT,0.8068,11.1736
ETHUSDT,SET_4_INTRADAY,B_CONTINUATION_RIDING,BUY,1915.28,1910.18236,1956.45,2.73883747,13.9616,1938.01,MTF_CHOCH_EXIT,4.4589,62.2538
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,172.42,164.966964,210.18,1.34173515,10.0,164.966964,SL_HIT,-1.0,-10.0
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,139.23,124.6225,210.18,0.67773404,9.9,137.77,MTF_CHOCH_EXIT,-0.0999,-0.9895
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,137.77,130.080893,210.18,1.28624883,9.8901,130.080893,SL_HIT,-1.0,-9.8901
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,126.77,118.3325,210.18,1.160439,9.7912,152.82,MTF_CHOCH_EXIT,3.0874,30.2294
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,146.01,133.162679,210.18,0.78565002,10.0935,147.54,MTF_CHOCH_EXIT,0.1191,1.202
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,147.54,135.071964,210.18,0.81051411,10.1055,186.7,MTF_CHOCH_EXIT,3.1408,31.7397
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,168.35,159.594643,210.18,1.19046156,10.4229,170.15,MTF_CHOCH_EXIT,0.2056,2.1428
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,168.32,158.303036,210.18,1.04266564,10.4443,164.89,MTF_CHOCH_EXIT,-0.3424,-3.5763
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,164.89,159.169107,210.18,1.819398,10.4086,159.169107,SL_HIT,-1.0,-10.4086
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,162.5,151.017679,210.18,0.89742264,10.3045,159.05,MTF_CHOCH_EXIT,-0.3005,-3.0961
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,159.05,151.060893,210.18,1.28594272,10.2735,151.060893,SL_HIT,-1.0,-10.2735
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,149.31,143.229643,210.18,1.67273049,10.1708,143.229643,SL_HIT,-1.0,-10.1708
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,143.05,137.498571,210.18,1.81378373,10.0691,143.27,MTF_CHOCH_EXIT,0.0396,0.399
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,143.27,137.327857,210.18,1.69519336,10.0731,137.327857,SL_HIT,-1.0,-10.0731
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,137.41,125.459464,210.18,0.83446889,9.9724,125.459464,SL_HIT,-1.0,-9.9724
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,132.33,119.623036,210.18,0.77694614,9.8726,146.67,MTF_CHOCH_EXIT,1.1285,11.1414
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,140.84,132.683214,210.18,1.22401657,9.984,132.683214,SL_HIT,-1.0,-9.984
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,127.86,124.923214,210.18,3.36565261,9.8842,124.923214,SL_HIT,-1.0,-9.8842
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,134.32,118.563214,210.18,0.62102504,9.7854,139.81,MTF_CHOCH_EXIT,0.3484,3.4094
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,135.73,118.335536,210.18,0.56451596,9.8195,159.38,MTF_CHOCH_EXIT,1.3596,13.3508
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,171.71,162.650357,210.18,1.0986041,9.953,162.650357,SL_HIT,-1.0,-9.953
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,152.77,147.024107,210.18,1.71486511,9.8534,147.024107,SL_HIT,-1.0,-9.8534
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,142.52,136.913036,210.18,1.73978224,9.7549,136.913036,SL_HIT,-1.0,-9.7549
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,138.33,128.13375,210.18,0.94714703,9.6573,128.13375,SL_HIT,-1.0,-9.6573
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,143.71,137.447679,210.18,1.5267141,9.5608,137.447679,SL_HIT,-1.0,-9.5608
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,139.04,132.629643,210.18,1.4765428,9.4652,144.29,MTF_CHOCH_EXIT,0.819,7.7518
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,144.29,133.366964,210.18,0.8736294,9.5427,157.12,MTF_CHOCH_EXIT,1.1746,11.2087
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,146.79,136.684643,210.18,0.95541124,9.6548,136.684643,SL_HIT,-1.0,-9.6548
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,137.99,130.048036,210.18,1.20350883,9.5582,130.048036,SL_HIT,-1.0,-9.5582
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,128.5,125.630536,210.18,3.29770331,9.4626,134.94,MTF_CHOCH_EXIT,2.2443,21.2372
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,134.94,124.721786,210.18,0.94683999,9.675,124.721786,SL_HIT,-1.0,-9.675
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,133.64,120.346607,210.18,0.72052815,9.5783,120.346607,SL_HIT,-1.0,-9.5783
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,125.05,117.632857,210.18,1.2784547,9.4825,135.08,MTF_CHOCH_EXIT,1.3523,12.8229
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,135.08,117.685714,210.18,0.55252112,9.6107,131.47,MTF_CHOCH_EXIT,-0.2075,-1.9946
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,131.47,125.05125,210.18,1.49417942,9.5908,144.79,MTF_CHOCH_EXIT,2.0752,19.9025
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,152.49,140.1475,210.18,0.79317714,9.7898,140.1475,SL_HIT,-1.0,-9.7898
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,140.18,136.402679,210.18,2.5658105,9.6919,136.402679,SL_HIT,-1.0,-9.6919
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,136.82,130.90125,210.18,1.62111461,9.595,143.96,MTF_CHOCH_EXIT,1.2063,11.5748
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,143.96,131.01875,210.18,0.75036953,9.7107,157.59,MTF_CHOCH_EXIT,1.0532,10.2275
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,166.1,156.72625,259.9,1.04685905,9.813,156.72625,SL_HIT,-1.0,-9.813
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,157.95,152.7575,259.9,1.87094176,9.7149,222.13,MTF_CHOCH_EXIT,12.3601,120.077
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,225.72,216.190893,264.39,1.14550454,10.9156,216.190893,SL_HIT,-1.0,-10.9156
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,206.53,200.886786,264.39,1.91495105,10.8065,200.886786,SL_HIT,-1.0,-10.8065
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,193.81,183.0275,264.39,0.99220166,10.6984,183.0275,SL_HIT,-1.0,-10.6984
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,188.46,171.3775,264.39,0.6200164,10.5914,191.38,MTF_CHOCH_EXIT,0.1709,1.8104
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,197.48,185.094107,264.39,0.85658215,10.6095,185.094107,SL_HIT,-1.0,-10.6095
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,184.95,179.024643,264.39,1.77262553,10.5034,179.024643,SL_HIT,-1.0,-10.5034
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,182.87,165.856429,264.39,0.61118296,10.3984,264.39,TP_HIT,4.7915,49.8236
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,213.03,206.632143,295.83,1.70317046,10.8966,206.632143,SL_HIT,-1.0,-10.8966
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,203.51,186.783571,295.83,0.64494789,10.7877,186.783571,SL_HIT,-1.0,-10.7877
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,189.54,170.757321,295.83,0.56859825,10.6798,200.47,MTF_CHOCH_EXIT,0.5819,6.2148
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,197.96,182.857321,295.83,0.71126098,10.7419,182.857321,SL_HIT,-1.0,-10.7419
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,177.53,171.4675,295.83,1.75414869,10.6345,171.4675,SL_HIT,-1.0,-10.6345
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,169.32,157.715536,295.83,0.90725267,10.5282,157.715536,SL_HIT,-1.0,-10.5282
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,141.81,134.949643,295.83,1.51929399,10.4229,134.949643,SL_HIT,-1.0,-10.4229
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,144.33,128.786071,295.83,0.66383928,10.3187,128.786071,SL_HIT,-1.0,-10.3187
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,148.18,122.16,295.83,0.39260122,10.2155,142.16,MTF_CHOCH_EXIT,-0.2314,-2.3635
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,146.72,138.633393,295.83,1.26033686,10.1918,174.22,MTF_CHOCH_EXIT,3.4007,34.6593
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,169.16,144.635179,295.83,0.42970514,10.5384,166.86,MTF_CHOCH_EXIT,-0.0938,-0.9883
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,166.86,156.58125,295.83,1.02430339,10.5286,174.91,MTF_CHOCH_EXIT,0.7832,8.2456
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,174.91,156.878571,295.83,0.58847334,10.611,156.878571,SL_HIT,-1.0,-10.611
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,156.2,152.862321,295.83,3.14736862,10.5049,152.862321,SL_HIT,-1.0,-10.5049
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,156.45,149.784286,295.83,1.56020125,10.3999,156.83,MTF_CHOCH_EXIT,0.057,0.5929
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,147.83,139.497321,187.71,1.24879226,10.4058,161.16,MTF_CHOCH_EXIT,1.5997,16.6464
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,144.64,138.015,187.71,1.5958111,10.5722,150.72,MTF_CHOCH_EXIT,0.9177,9.7025
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,147.57,137.97125,187.71,1.11152742,10.6693,137.97125,SL_HIT,-1.0,-10.6693
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,140.11,133.49875,187.71,1.59766778,10.5626,133.49875,SL_HIT,-1.0,-10.5626
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,135.43,128.606964,187.71,1.53259571,10.457,128.606964,SL_HIT,-1.0,-10.457
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,131.71,123.631964,187.71,1.28154741,10.3524,144.51,MTF_CHOCH_EXIT,1.5845,16.4038
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,205.17,187.742679,295.83,0.60344465,10.5164,212.75,MTF_CHOCH_EXIT,0.4349,4.5741
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,208.68,187.818214,295.83,0.50629246,10.5622,232.35,MTF_CHOCH_EXIT,1.1346,11.9839
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,220.93,213.553393,253.51,1.4480918,10.682,213.553393,SL_HIT,-1.0,-10.682
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,177.62,164.851429,253.51,0.82821985,10.5752,208.69,MTF_CHOCH_EXIT,2.4333,25.7328
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,181.96,164.174821,253.51,0.60907526,10.8325,189.71,MTF_CHOCH_EXIT,0.4358,4.7203
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,185.63,169.538036,253.51,0.67609618,10.8797,198.7,MTF_CHOCH_EXIT,0.8122,8.8366
SOLUSDT,SET_1_INVESTING,B_CONTINUATION_RIDING,BUY,184.69,175.876071,253.51,1.24440324,10.9681,175.876071,SL_HIT,-1.0,-10.9681
SOLUSDT,SET_1_INVESTING,A_PULLBACK_RIDING,SELL,88.06,93.444286,1.0301,2.01668356,10.8584,86.64,MTF_CHOCH_EXIT,0.2637,2.8637
